id,question,answer,condition,medical_specialty,question_type
4402,"Boa noite. Fui na Upa com forte dor de cabeça e inchaço na face que pulsava. O médico pediu uma tomografia, no laudo não constou nada. Como continuei a sentir dor como se fosse uma tiara cabeça que decia para a face, desconfiei que fosse o dente que fiz canal a 8 anos,fui ao dentista e foi dectato a inflamação no canal. Minha pergunta é: A tomografia não deveria ter detectado essa inflamação? Eu ainda sinto um pulsar na cabeça apesar de esta tomando antinflamatório.","Boa noite!A Tomografia Computadorizada de Crânio não é exame de sensibilidade específica para detecção de patologias em canal dentário. Para este fim, é utilizado o Rx do dente específico ou, em alguns casos, Rx Panorâmico de Arcada Dentária. A Tomografia Computadorizada de Crânio não detecta este tipo de lesão. Para casos específicos, exames específicos.",Cefaleia (dor de cabeça),Médico clínico geral,Diagnóstico
4403,Tenho dor de cabeça somente do lado direito sempre que assisto TV sem óculos. Devo ir num oftalmo ou num neurologista?,"Olá!Existem diversas causas possíveis para dores de cabeça. A causa mais comum que leva à procura de médicos é a enxaqueca. É importante uma avaliação por um neurologista para investigar qual é a causa da dor de cabeça e o melhor tratamento para ela.Se você tem interesse sobre esse tema, venha conferir um webinar que montei com colegas com experiência no tratamento de dores de cabeça. Você pode encontrar o link para esse webinar no perfil da doctoralia. Basta clicar na minha foto do lado deste comentário.Espero ter ajudado!",Cefaleia (dor de cabeça),"Neurologista, Especialista em dor",Escolha de profissionais de saúde
4404,"Quero parar de tomar o oxalto de Escitalopran, como devo proceder?","Olá! Deve consultar com especialista para que seu caso seja corretamente avaliado, e então, caso a retirada seja indicada, o médico possa lhe orientar como proceder. Sugiro não parar por conta e abruptamente, pode ter efeitos de retirada. Abraço",Cefaleia (dor de cabeça),Psiquiatra,Tratamento
4405,"Quero parar de tomar o oxalto de Escitalopran, como devo proceder?",você deve contactar seu psiquiatra para descontinuar qualquer medicação.,Cefaleia (dor de cabeça),Psiquiatra,Tratamento
4406,"cefaleia tem cura, tipo total sem ficar na dependência de medicamentos?","Boa Tarde,Tudo depende do que está provocando a dor de cabeça. Ter dor de cabeça de forma frequente e contínua, não é normal e merece ser avaliada pelo neurologista. Assim, será possível definir o diagnóstico e iniciar o tratamento adequado (medidas comportamentais, exercício físico, medicações, cirurgia?). Se você vem sofrendo com dores de cabeça frequentemente, sugiro que marque uma consulta com um neurologista para uma avaliação.Espero ter esclarecido a sua dúvida!Grata,Dra Beatriz Lima Bellini.",Cefaleia (dor de cabeça),Neurologista,Tratamento
4407,"cefaleia tem cura, tipo total sem ficar na dependência de medicamentos?","Olá! Primeiramente, a causa das dores de cabeça deve ser investigada por um neurologista. A causa mais frequente de dores de cabeça que leva a procura ao médico é a enxaqueca. O tratamento muitas vezes dependem de uso de medicações de forma contínua. Porém, é possível sim obter bom controle da dor após tratamento adequado, de modo que medicações de uso contínuo deixam de ser necessárias. No entanto, o momento de terminar o uso dessas medicações, deve ser definido sempre em conjunto com seu médico.Se você tem interesse em saber mais sobre dores de cabeça e enxaqueca, venha conferir um webinar que montei junto com colegas com experiência na doença. Você encontra o link para esse webinar no meu perfil da doctoralia. É só clicar na minha foto aqui do lado!Espero ter ajudado!",Cefaleia (dor de cabeça),"Neurologista, Especialista em dor",Tratamento
4408,O que passa a dor de cabeça? Já que estou usando Aciclovir pomada e comprimido para herpes.,"O tratamento deve ser individualizado e, a depender do caso, você terá algumas indicações. Primeiro, procure psicoterapia com especialista em DOR. Abraço!",Cefaleia (dor de cabeça),Psicólogo,Diagnóstico
4409,O que passa a dor de cabeça? Já que estou usando Aciclovir pomada e comprimido para herpes.,Olá. A primeira coisa a se fazer é diagnosticar a cefaleia. Tem relação com herpes ou não? Para saber o que fazer necessita de diagnóstico que só o médico (neurologista) poderá fazer. Boa sorte.,Cefaleia (dor de cabeça),"Neurologista, Neurologista pediátrico",Diagnóstico
4410,O que passa a dor de cabeça? Já que estou usando Aciclovir pomada e comprimido para herpes.,"A sua dor de cabeça pode não ter nenhuma relação com o seu herpes eou o tratamento para o herpes. Se você realmente está com herpes e tratando-o de forma adequada, e se sua dor é causado pela infecção pelo vírus da herpes, certamente irá evoluir de maneira satisfatória. Se, entretanto, nada tem a ver com a dor de cabeça, esta precisa ser avaliada por algum neurologista QUE FAÇA CONSULTAS DEMORADAS E COMPETENTES, para que o diagnóstico correto e o tratamento eficaz lhe sejam informados.",Cefaleia (dor de cabeça),"Neurologista, Especialista em dor",Diagnóstico
4411,O que passa a dor de cabeça? Já que estou usando Aciclovir pomada e comprimido para herpes.,"A sua dor de cabeça, pode ser decorrente de uma hepatotoxicidade (de toxicidade hepática), que é um dano no fígado causado por substâncias químicas chamadas hepatotoxinas. Sabemos que o fígado, funciona como um filtro, de todas as drogas ingeridas, antes de cair em nossa corrente sanguínea. Essa dor de cabeça, pode ser um efeito colateral do próprio medicamento que você toma contra o herpes.",Cefaleia (dor de cabeça),Fisioterapeuta,Diagnóstico
4412,O que passa a dor de cabeça? Já que estou usando Aciclovir pomada e comprimido para herpes.,"Olá, a acupuntura é muito eficiente para inflamações e dores de diversas causas. Já atendi muitos pacientes com cefaléia crônica, enxaqueca e herpes causando as mais diversas sequelas e tenho excelentes resultados. Antes de você tomar tantos remédios, deveria considerar um tratamento mais natural.",Cefaleia (dor de cabeça),Especialista em biomedicina,Diagnóstico
4413,O que passa a dor de cabeça? Já que estou usando Aciclovir pomada e comprimido para herpes.,"Boa tarde já fez uso de acupuntura para dores?No caso de tentativa de alivio imediato - a craniopuntura ajuda muito, não é dolorida e é muito eficaz.",Cefaleia (dor de cabeça),Terapeuta complementar,Diagnóstico
4414,O que passa a dor de cabeça? Já que estou usando Aciclovir pomada e comprimido para herpes.,"A sua dor de cabeça pode não ter nenhuma relação com o seu herpes eou o tratamento para o herpes. Se você realmente está com herpes e tratando-o de forma adequada, e se sua dor é causado pela infecção pelo vírus da herpes, certamente irá evoluir de maneira satisfatória.",Cefaleia (dor de cabeça),"Especialista em dor, Anestesiologista",Diagnóstico
4415,O que passa a dor de cabeça? Já que estou usando Aciclovir pomada e comprimido para herpes.,"Boa noite. Uma boa anamnese no contexto MedicinaTradicional Chinesa e anamnese normal, após ou concomitante avaliação com médico neurologista ajuda a se chegar a um diagnóstico energético e clínico.Cefaléia tem causas variadas.A Acupuntura pode e com frequência ajuda e resolve uma boa porcentagem. As situações complexas exigem envolvimento de outras especialidades médicas.",Cefaleia (dor de cabeça),"Médico acupunturista, Homeopata",Diagnóstico
4416,"Estou com dores de cabeça muito fortes, todos os dias, a mais de um ano. Tenho POTS e EDS. Em vista que a dor pode ser resultado de POTS, qual especialista devo procurar?",Pode consultar um neurologista.Acupuntura também pode ajudar.,Cefaleia (dor de cabeça),Médico acupunturista,Escolha de profissionais de saúde
4417,"A Fluoxetina me dá muita dor de cabeça, isso é normal?","PODE SIM, PRINCIPALMENTE SE VC ESTIVER NO INÍCIO DO TRATAMENTO. AGORA, SE VC JÁ FAZ USO HÁ ALGUM TEMPO E COMEÇOU COM ESSA DOR, PODE SER POR OUTROS MOTIVOS. DE TODAS AS FORMAS, ORIENTO, QUE PROCURE SEU PSIQUIATRA PARA QUE POSSA REALIZAR UMA AVALIAÇÃO MAIS COMPLETA.FICO À DISPOSIÇÃO ... ATT DR MARCIO",Cefaleia (dor de cabeça),Psiquiatra,Tratamento
4418,"A Fluoxetina me dá muita dor de cabeça, isso é normal?","Algumas pessoas podem ter dores de cabeça, com a fluoxetina, basicamente no início do tratamento. Pode melhorar ou desaparecer em dias ou poucas semanas. Porém, à distância, não é possível garantir que esta seja a causa de suas dores. Fale com seu médico.",Cefaleia (dor de cabeça),Psiquiatra,Tratamento
4419,Boa tarde! Eu sinto muita dor de cabeça e gostaria de saber se eu marco primeiro um clínico geral ou um neurologista?,"Boa tarde. Já marque um neurologista, é o especialista para tratamento de dores de cabeça. Bom tratamento para você.",Cefaleia (dor de cabeça),Neurologista,Escolha de profissionais de saúde
4420,Boa tarde! Eu sinto muita dor de cabeça e gostaria de saber se eu marco primeiro um clínico geral ou um neurologista?,"Boa noite,Acredito que valha a pena marcar uma consulta com neurologista, se as dores estão frequentes talvez seja necessário investigação com exames e tramento específico, nesse caso o neurologista é o profissional adequado para te ajudar.Espero que esta resposta tenha te ajudado,Dra Inara Taís de Almeida",Cefaleia (dor de cabeça),Neurologista,Escolha de profissionais de saúde
4421,"Tenho 8 parafusos e 2 placas de titânio no rosto, próximo a têmpora esquerda, devido a um acidente. Gostaria de saber se os parafusos podem causar dores de cabeça? Pq a dor quase sempre é do lado que eles estão.","Os meio de fixação (parafusos e placas) não causam sintomas de dor. Entretanto em um número bem pequeno de casos pode ocorrer alguma complicação, infecção e exposição da placa na boca ou pele. Essa região da têmpora esta muito relacionado com DTM. Portanto recomento que procure um Cirurgião Bucomaxilofacial para que ele possa fazer um diagnóstico do seu caso.",Cefaleia (dor de cabeça),"Cirurgião buco-maxilo-facial, Dentista",Diagnóstico
4422,"Tenho 8 parafusos e 2 placas de titânio no rosto, próximo a têmpora esquerda, devido a um acidente. Gostaria de saber se os parafusos podem causar dores de cabeça? Pq a dor quase sempre é do lado que eles estão.","Quando existem traumatismos graves, que bnecessitam de fixações metálicas, uma das sequelas é a perda, ainda que muito leve, de algum flexibilidade das fáscias musculares, tendões e dos músculos da região. Com o tempo, podem aparecer dores sendo que, em relação aos traumas de cabeça e face, as dores facilmente se confundem com cefaleias ou enxaquecas, mas o tratamento é muito diferente. Uma avaliação Fisiátrica pode desvendar estes detalhes e planejar terapêutica adequada. Nestes casos, a Mesoterapia anátomo-clínica acelera, em muito o controle das dores.",Cefaleia (dor de cabeça),"Especialista em medicina física e reabilitação, Médico acupunturista",Diagnóstico
